,BREAST_BT549,BREAST_HS578T,BREAST_MCF7,BREAST_MCF7ADRr,BREAST_MDAMB231,BREAST_MDAMB435,BREAST_MDN,BREAST_T47D,CNS_SF268,CNS_SF295,CNS_SF539,CNS_SNB19,CNS_SNB75,CNS_U251,COLON_COLO205,COLON_HCC2998,COLON_HCT116,COLON_HCT15,COLON_HT29,COLON_KM12,COLON_SW620,LEUK_CCRFCEM,LEUK_HL60,LEUK_K562,LEUK_MOLT4,LEUK_RPMI8266,LEUK_SR,MELAN_LOXIMVI,MELAN_M14,MELAN_MALME3M,MELAN_SKMEL2,MELAN_SKMEL28,MELAN_SKMEL5,MELAN_UACC257,MELAN_UACC62,NSCLC_A549,NSCLC_EKVX,NSCLC_H226,NSCLC_H23,NSCLC_H332M,NSCLC_H460,NSCLC_H522,NSCLC_HOP62,NSCLC_HOP92,OVAR_IGROV1,OVAR_OVCAR3,OVAR_OVCAR4,OVAR_OVCAR5,OVAR_OVCAR8,OVAR_SKOV3,PROSTATE_DU145,PROSTATE_PC3,RENAL_7860,RENAL_A498,RENAL_ACHN,RENAL_CAKI1,RENAL_RXF393,RENAL_SN12C,RENAL_TK10,RENAL_UO31
M64716_at,0.13282501,-0.641748508,0.581138664,0.159241998,-0.260441866,-0.322941255,0.257230545,0.108320047,1.338488237,-1.238012685,-0.969606189,0.057313893,-0.885856411,-0.317858897,0.065823301,-0.424064707,0.115851932,-0.092438783,-0.549505327,0.140566073,0.898657496,-0.059289851,0.073579745,0.373755229,-0.190791435,0.011429903,0.013630811,0.382296966,0.003700175,-0.514198459,0.019483537,-0.369506604,0.26464167,-0.361878324,-0.003700175,-0.548963877,-0.309122231,-0.326184829,-0.462807233,-0.36855086,0.106602757,0.622824567,-0.166086432,0.049469264,0.604446038,-0.387787079,0.082343561,0.25040341,0.120624557,-0.237140175,0.114827169,0.424263131,-0.448093493,-0.845404367,-0.042424999,0.1103781,-0.709110143,-0.212921704,-0.804116159,0.262792452
U49869_rna1_at,-0.027840161,-0.307377075,0.621041056,-5.402879593,0.108398672,-0.52709953,-0.369897176,-0.02506174,0.303927206,0.329389607,0.10554906,0.208587907,0.093135281,0.525727607,-0.131603334,0.188680153,0.756991744,0.066680829,-5.402879593,-0.173676235,0.327760363,0.341550637,-0.903990506,-0.204778383,-0.49070879,-0.955300396,0.175153379,-0.391205059,0.362389928,0.84751358,0.172735285,0.944786064,0.76784668,0.18148166,-0.115259549,0.746867527,0.892108675,-0.04321787,0.659544376,-0.126010763,-0.109361962,-0.285600133,0.648057372,0.02506174,0.882152657,-0.8805727,-0.465535201,0.968505021,-5.402879593,-0.426974319,-0.66249166,-0.653345325,0.049649952,-0.451012088,-1.164857075,0.363450538,-0.701330536,0.586032272,-5.402879593,-0.280206874
L06499_at,-0.452872211,-0.403146094,0.290160843,0.004309534,-0.096466101,0.296382864,0.130501293,-0.124921841,0.234894293,-0.361664133,-0.318651788,0.165800175,-0.366998366,0.080275336,0.280231352,0.24793395,0.248213082,-0.116631503,0.031322485,0.027261985,0.494332624,-0.057651557,0.039086756,-0.265682423,-0.073784791,-0.163200604,-0.016161651,0.101286963,-0.300165978,0.238411176,-0.004309534,0.410270713,-0.71404744,0.355875696,0.121692306,0.33972547,-0.053345259,-0.62010559,0.274761411,-0.040673434,0.620441912,0.322994947,-0.163015012,0.424419762,-0.194723872,-0.038118333,-0.154688012,0.22429191,-0.274877961,0.044239819,0.078235748,0.54007748,-0.122935031,-0.368281522,-0.101970206,-0.540561945,0.00546587,0.015995337,-0.14769356,-0.20672497
X57351_s_at,0.915076345,-0.591047001,0.521286579,0.82127366,-0.685257014,-1.016253574,-0.796028738,-1.148053588,0.84586381,-0.74875532,0.680862892,-2.252709746,1.685531231,-0.698296309,-2.328881427,-1.437134317,0.027963825,0.837498472,0.954290625,-4.645027169,-0.125862719,0.115726039,-0.252022912,0.234188468,-2.87525543,-4.645027169,1.472252291,1.265945283,-0.249278841,-0.211400002,0.295609438,-2.581524227,-0.87103084,-0.655888161,1.134495218,-1.102769119,1.69232713,1.083981701,0.734177891,-2.123976432,0.176683046,-1.389526436,-0.05946367,0.077985228,1.411122792,-0.027963825,-0.088597753,0.904642002,0.256081074,0.481367569,-0.448105435,0.150947525,-1.702043571,0.759603515,-0.290292929,0.79990488,0.858003477,0.939033366,-1.024440758,0.346834762
M17886_at,-0.799794145,-0.465961913,0.71926547,-0.044793544,-0.79805018,-0.007285698,0.457630765,0.028780447,-0.172558665,-1.124779261,-0.525677909,0.29373782,-1.004769222,0.000250598,0.486178448,-0.293884782,0.117846339,-0.290509337,-0.582708854,-0.092892214,0.479004415,-0.069299615,-0.253891514,0.166440285,0.22292934,0.877268568,0.138710469,0.132551433,0.238731664,0.871390331,0.269618472,0.309191783,-0.09369423,0.587716475,0.39020371,0.452695344,0.301688819,0.207169103,0.123838372,-0.053089388,0.512767757,0.279975265,-0.190462921,-0.035517388,0.23724424,-0.046345385,-0.389454025,0.024844704,0.189477821,-0.185894716,0.280181644,-0.021459658,-0.229888024,-0.220806149,-0.124232889,-0.193325412,-0.243173962,-0.478476936,0.018673529,-0.000250598
D49824_s_at,-0.567345169,0.629801301,-3.374700091,1.527855914,1.254073504,-2.441127453,-1.452502243,1.285224467,0.781534707,2.052570844,2.41711398,-0.342599248,2.953346465,-1.630538995,0.898069641,-0.031292269,-0.763527711,-3.06435997,1.70083254,-0.656612507,-3.087818943,-0.33380766,1.847563513,-3.374700091,-1.979637291,1.85834431,0.908480888,-1.335561697,0.872467909,-0.594389992,-0.463967429,-1.828731722,0.95514109,-3.374700091,-2.257005048,-3.374700091,-2.920524198,2.166938643,0.597992563,-1.719348262,-0.733154062,-3.374700091,-0.105666945,0.952987273,-0.669828127,-2.270363431,0.273765352,-0.758813017,1.398768837,0.945062337,0.031292269,-2.868809161,1.099086821,1.284653668,0.41502916,2.513799645,2.524475539,1.213264898,1.265110887,0.062261247
HG4319-HT4589_at,0.192324724,0.210632964,-0.430484482,0.846923175,0.718035931,-0.640107895,0.226495086,-0.041724879,0.064957067,0.215111842,0.039648418,-0.208647392,0.345437932,-0.039648418,-0.528577294,-0.203325015,0.285418354,0.380862527,0.74151187,0.177865945,0.202134736,0.102509529,0.393870793,0.211629473,-0.095864427,0.324863577,-0.499747144,-0.331726332,0.434982161,-0.903681727,-0.075969092,0.251662562,0.54679544,-0.50792571,-0.306898195,-0.564378015,-0.531075468,-0.977852695,-0.341193825,-0.103590134,-0.23352206,0.916258487,-0.232505243,0.171478371,0.712238792,-0.066576316,0.288727289,-0.432429077,1.024417478,-0.188460253,0.160941138,0.642826068,0.214117736,-1.157251572,-0.147316279,-0.241000704,-0.198022202,-0.331726332,0.404367938,-0.047078113
X04470_s_at,0,0,0,0,0,0,0,0,0,0,0,0,1.925999419,0,0.963474124,0.799087306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.111031312,6.322288724,0,2.028569152,2.592158002,0,0,0,1.682573297,4.433627167,3.975446766,0,0,1.941106311,0,0,0,0,0,0,0,0,0,0
M24485_s_at,-0.729802513,-0.208429508,-3.427810039,0.022016384,-0.511821652,0.251413193,0.360616574,-3.042026345,0.044962316,-0.996411568,-2.259055581,-0.506251394,-0.728180596,-0.21522934,1.611469269,1.075464404,-0.281478287,0.705379059,-0.022016384,-3.881985932,1.108515179,-0.103777356,-0.40172081,0.413737092,0.42908117,-3.881985932,-0.236976048,-0.485552401,0.618816121,0.365941581,-0.405604245,0.266134699,1.52094085,1.142599706,-0.077725817,1.156713619,2.206749314,0.342980433,1.789590516,-0.217503092,0.698159552,0.587248861,-0.878383696,0.41005956,1.098039368,-0.286243593,2.435245768,-0.558615863,0.202078333,0.907743319,-1.441033734,0.22904538,-3.365970785,-3.503474309,0.099866721,1.314148949,0.371247006,-0.249717717,-3.881985932,-0.511821652
Z28407_at,0.73143768,-0.290071752,0.741243789,0.988239329,-0.453088159,0.071115774,0.508859596,0.18340711,-0.234256683,-1.229550861,-0.453932334,-0.25544094,-0.673793711,-0.357185948,0.77945588,-0.248100832,0.343314512,0.138470012,0.526514046,0.95412181,-0.000462353,-0.248466952,-0.536469004,-0.129388903,-0.516048979,-0.039845122,-0.194209044,0.529933769,-0.048107275,-0.288188583,-0.120649344,-0.563090246,0.52158395,-1.156273254,-0.234619305,0.304906027,-1.13919974,-0.182618249,1.072728625,0.352758961,0.29790264,0.226459865,0.272354115,0.000462353,0.128071658,0.256185701,0.248681756,-0.334854581,0.763384638,-0.235344825,0.372417124,0.633902998,0.344528799,-0.034784139,-0.435056857,0.405605634,0.116176579,-0.110963428,-0.084902834,0.063761822
D13413_rna1_s_at,-0.405569183,-0.164067938,-0.119294592,-0.950403571,0.103617751,0.648165983,0.764301014,-0.374825659,-0.757398763,-0.15616274,0.119814426,0.505163479,-0.003537393,-0.199545834,0.878074045,-0.063364563,0.273427231,0.326950506,-1.225432205,0.244173999,0.408604346,0.028577139,0.201095751,-0.146650885,-0.191869638,-0.250462088,0.326356683,0.161027435,0.883937434,0.166346133,0.003537393,0.118099993,0.93488353,-0.088482848,-0.956171475,-0.036765024,-0.249133843,0.218481708,0.415321076,-0.513053609,-0.015531809,-0.125780447,0.08372782,-0.062197806,1.294680819,0.534766252,0.041659602,-1.009897008,-1.159070145,-0.164485204,-0.522115459,0.156691509,0.484287044,0.114321054,-0.078618903,0.901186601,-0.034856444,0.344359248,-0.066870507,-0.011022209
S82297_at,0.824648816,-0.049820302,-1.926768583,-2.38400858,0.247482344,-0.368037623,-0.000769164,-0.442734991,-0.015206547,0.000769164,0.776667388,0.894445188,0.282474001,1.119750794,1.514291324,-3.402867608,-0.514170129,-3.083110612,-3.100598038,-0.177379273,-0.269561197,0.458849006,0.858697141,-0.685835469,-0.059406351,1.15195202,0.918518019,-0.21497606,0.456608796,0.239251964,0.483997877,-0.114964328,-0.37267758,-0.874127103,0.199168407,-1.845281546,0.232284513,1.090671865,-0.476582761,-0.776033278,1.069815598,-1.416490891,-0.374670716,0.166645413,-1.199584009,-1.186687015,-0.192534997,0.782343181,-2.958304156,0.239686315,-0.310309149,0.368795607,0.001793805,0.771269645,0.504745962,0.288364278,1.129158685,-0.198406779,0.381053745,0.122108524
X69150_at,-0.097483041,0.091501237,0.402452001,0.391857587,0.559609565,0.640329525,0.204948878,0.594990092,-0.211616091,-0.149860811,-0.075860229,0.099618183,-0.154470064,-0.169022626,-0.010969779,0.381184796,0.401881315,0.118324094,0.358717456,0.180368607,0.502862289,0.017621724,0.41960942,0.220243183,-0.080039361,0.445868898,0.430282575,0.40387773,-0.045577662,0.197076034,0.158237349,-0.125386674,-0.17135623,0.249878221,-0.418050174,-0.104966021,-0.862695073,0.169345415,-0.069515216,-0.013251321,0.350607851,-0.096878011,0.099090207,-0.004524934,-0.00603878,0.186345946,0.004524934,-0.251459849,-0.191022844,-0.276818606,0.450843237,-0.24161817,0.05748228,-0.735137111,-0.230294149,-0.269527649,-0.45944809,-0.155519679,-0.08063737,-0.142558123
M95787_at,4.618825953,6.248117329,0,0,0,0,0,0,1.659924558,0,1.22650853,0,3.901108243,0,0,0,0,0,2.003602237,0,0,0,0,0,0,0,0,0.097610797,0,0,0,0,0,0,0,0,0,2.891419187,0,0,0,0,0,0.250961574,0,0,5.953963599,0.111031312,2.03562391,2.657640005,0,0,0,0,0,2.09085343,1.713695815,0,0,0
U14972_at,0.000584205,0.150483478,0.634066941,0.43108669,0.672694628,-0.000584205,0.18378192,0.082040291,-0.380118965,-0.442263486,-0.316897985,-0.107297117,-0.230741341,-0.065431991,-0.172958636,-0.149117292,-0.059636189,0.086448835,0.567427695,-0.736673403,0.821762803,0.312374101,0.376105506,0.987826642,0.066503425,0.67580645,-0.169340796,-0.135255966,0.289851906,-0.086988134,0.322453902,0.033777613,0.34032967,0.032064537,0.141507853,-0.782163101,-0.800870115,-0.057202801,-0.039982699,-0.642925295,0.378579148,0.480703851,0.157309709,-0.015269746,0.40573342,0.043446806,-0.272118007,-0.441469925,0.792380357,-0.227317763,0.246189343,0.159403606,0.169308327,-1.095701591,-0.498513666,-0.238991228,-0.302056429,-0.130132072,-0.013499568,-0.560488474
M14483_rna1_s_at,0.313923307,-0.164229322,0.042121961,0.183827355,-0.176229974,0.408355893,0.333099156,-0.308245815,0.48250714,-0.281668564,-0.955613973,-0.026827656,-1.234245233,0.828469669,0.785804686,0.750779923,0.706534343,1.082813398,-0.552747079,0.712851685,0.492964942,0.304778677,0.703262925,-0.813534372,0.879542221,-0.46917178,0.535664459,-0.029886735,0.234564718,-0.076217372,0.037907817,-0.436781061,0.03433236,-0.39017403,-0.822347442,-0.086443043,-0.428683593,-0.246449849,0.110706734,0.026827656,0.250061054,-0.080087548,-0.322762058,-0.666636299,0.918678852,0.361652745,-0.089986009,0.630425407,-0.333640901,-0.098881678,-0.200534966,-0.171342664,-0.44628591,-0.29264896,0.237959961,0.365020805,-0.709592805,0.746217253,0.389652157,-0.462267819
J02611_at,0,0,0.124328135,0.464668267,0,0.411426246,0.871843649,1.996388746,0,0,0,0,0.411426246,0.176322773,0.056583528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86393845,6.202221796,3.941106311,4.344828497,0.71369582,1.189033824,2.153805336,0.124328135,0.344828497,0,0,0,0,0,0,0,0,0,0,0.475084883,0,0,0.201633861,0,0,0,0,0,0,0,0,0
J00105_s_at,0.51103194,-0.406191699,-2.311247547,-3.570785719,0.020150682,-0.274831065,0.128732738,-0.918572977,-0.103213991,0.1980026,0.589127479,0.66225709,1.342674809,1.194044586,1.027336297,-2.902474474,-0.612539871,-3.179894307,-3.762575867,-0.378421276,-1.102132104,0.520545411,0.72577831,-0.831726445,-0.020150682,0.72669189,0.824379503,-0.080130377,1.049411287,0.266613212,0.610072607,-0.260276641,0.25737052,-0.439280936,0.256527333,-1.608693708,0.230141025,1.076657779,-0.631145546,-0.805955414,0.416437007,-1.161746961,-0.349248735,0.17854825,-0.552198822,-1.578288051,-0.549984401,0.320052471,-4.323803719,0.17899332,-0.04073156,-0.064241505,0.053057834,0.208504521,0.040866659,0.978315895,0.797675459,-0.101591465,0.419453621,-0.038142837
M22430_at,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.171727244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M55998_s_at,4.822220272,6.164102412,0.389566812,4.439623138,0.097610797,0,0,2.5360529,5.001802243,2.10433666,6.055933129,0,6.079378111,3.450221496,0,0,0.575312331,0,3.892391026,0,0,0,0,0,0,0,0.23878686,2.704871964,0,0,0,0,0,0,0,0,1.526068812,2.017921908,1.422233001,0,0,0,1.875780063,0,0,0.263034406,0.757023247,1.673556424,3.846994687,0,0,0.275007047,0,4.155425432,0,4.541019153,4.595145568,0,0,1.599317794
J04456_at,0.921671625,1.243184197,-2.087706708,-0.372227114,0.617550027,0.348346953,1.003195803,-0.701175636,0.479725868,0.750090313,0.608867784,0.772723563,1.283347027,0.399585754,-2.277367927,-4.87430307,-0.182210694,-4.64779454,0.263610252,-3.63551621,-0.790238805,-1.63398874,-3.704378068,-1.623341496,-4.87430307,-1.986777799,-0.031827007,0.046942819,1.051459044,1.117785539,0.773299259,1.195656821,1.19801715,-0.490944374,0.98641148,-0.399218187,-0.070042954,-0.240290713,-1.444017797,-4.399218187,-0.597806404,-4.552374975,0.555982203,0.759128141,-0.002459421,-3.196231165,0.002459421,-1.035351303,0.206780859,0.796140742,0.228355062,0.179242748,0.890170481,-0.152383624,-0.12852792,0.326154202,0.309977225,-0.444687105,0.670429586,-0.267860842
L20941_at,0.569719863,-0.073453681,-0.123605885,0.002252101,-0.969249292,-0.675100434,0.045664684,-0.667926401,-0.68665361,-0.873716855,-0.134442157,0.908422969,0.103825057,-0.002252101,0.101307996,0.452825758,-0.494189786,-0.669358357,-0.233695337,0.047409177,0.637882028,-0.312050975,-2.756463076,0.089503295,-1.705627111,-0.78102018,-1.565721541,-1.153353229,0.351973156,0.284791738,-0.907114065,-0.100241892,1.32129913,1.397137055,-0.895336898,0.799808521,0.342768199,-0.915585581,-0.418794132,0.815249571,0.519700602,0.292903001,0.456769346,-0.386640291,1.14717729,0.792025576,0.66767663,-1.161390548,0.041294202,2.178558955,0.459392429,1.150021641,-0.015849705,0.131226707,-0.37257654,0.967662172,-0.563057284,-0.246462633,0.57214558,-0.177600775
M81757_at,-0.438010752,-0.614109521,0.769702237,0.257721554,0.004960834,-0.128682694,-0.23188576,0.175451683,-0.184306717,-0.463902285,-0.063452322,0.569099637,-0.118855033,-0.523158871,0.262742248,0.261990257,-0.004960834,-0.34609832,-0.396260403,0.22748166,0.397577851,-0.008585698,0.414369395,-0.343425601,-0.047206992,-0.158573854,0.313947174,0.265746299,-0.059687131,-0.060627508,-0.295406357,0.152372364,0.63039885,0.155614984,0.171986548,0.972998935,0.046018905,-0.012219692,0.282899247,-0.007074231,0.32070341,-0.01191651,0.321666009,0.459235141,0.577183116,-0.555491972,0.129192756,0.148580073,-0.734503799,-0.052809698,0.406678622,-0.394283295,-0.241095237,-0.251079325,-0.960402164,0.319981039,0.133858567,0.14287288,0.016004586,-0.14288679
HG1980-HT2023_at,0.394344006,-0.304851742,-0.328277591,-0.187510577,-0.186579506,-0.130891227,0.094568312,0.325198648,0.314058091,-0.340652463,-0.399848256,-0.004502386,0.519719316,-0.077704366,1.173376878,-0.378427,-0.157098121,0.177541025,0.239815118,0.002862494,0.130873956,-0.64956406,-0.826804445,-0.385354081,-1.779007457,-1.411766946,-0.234847338,0.262150965,0.022722916,-0.412311051,-0.26107005,-0.577617686,0.47246114,-0.279813018,-0.727994291,0.280110759,-0.002862494,-0.318045668,0.267596388,0.257027146,0.066726643,-0.580060862,-0.498074244,-0.313973132,1.102398167,-0.070815926,-0.023496356,0.247413721,0.031551676,0.149796035,0.406427209,1.119438071,0.022320322,0.015054356,0.372399069,0.771634538,0.088427542,-0.445895623,0.917757154,0.611169866
M11749_at,3.929790998,4.62058641,0,0,0,0,0,0,6.134836993,3.46727948,0,3.898208353,4.510329019,2.693765712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933572638,0,0,0,0,0,0,0,0,0,0.111031312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.739848103,0,0,0.485426827,0,0
AFFX-HSAC07/X00351_5_at,0.508502108,1.334527402,-0.383973356,-0.459155421,-0.574922365,0.24774123,0.18060675,0.867354205,-0.346194081,0.706824301,0.616356591,0.038141436,0.578925294,1.105031726,-0.208924363,-0.36235709,-1.454296688,-2.190338662,0.523005233,-0.499340583,-0.67311337,0.750467056,0.200549097,-0.368220387,-0.351346569,-1.02683993,0.036663012,-0.56366591,-0.245030615,-0.173129372,-0.547313704,-0.052835138,0.80416865,-0.515878011,-1.135976374,0.154035371,0.606757346,0.340930498,0.462996565,0.12139694,-0.086270436,0.131589433,0.632105977,-0.877208927,-3.380018959,0.077975951,0.659580556,-0.50866452,-0.036663012,1.202747993,-0.175983369,-1.098672675,0.155398333,0.142627,-0.814492938,0.819438459,0.416008805,-0.087882086,0.408026543,-0.401903514
X56932_at,-0.438498717,-0.39373964,0.528090424,0.279852208,-0.130077566,0.564994023,0.515910655,0.036846109,-0.479884694,0.080071005,-0.584771266,0.084133793,-0.011755128,-0.269999112,0.264419628,0.324725722,0.283861335,0.019696069,-0.017547929,0.612837294,0.652958394,-0.115405436,0.814919419,-0.453339782,-0.476689354,-0.263445315,-0.344491065,0.30791654,0.337942733,-0.275888378,-0.397511394,0.575421793,0.5821405,-0.248381443,-0.648510735,0.629613007,0.054347005,-0.073771626,0.105077807,0.137238612,0.451534212,-0.047754864,-0.611243477,0.481619544,0.549797365,0.033768508,0.260116641,-0.06384789,-1.380242395,-0.140785241,-0.240908082,-0.195549162,-0.353620921,-0.362440276,-0.496372816,0.354183374,0.028718228,-0.339040756,0.011755128,-0.689075675
Z70759_at,0.264859371,-0.064734387,0.227814176,-0.495786522,-0.17954096,0.614700113,0.046902682,0.482876402,-0.514106706,0.273306449,-0.033398137,-0.112784665,0.018996685,0.214181639,-0.124374804,0.505962835,0.284356933,-1.12248168,0.160326399,-0.878856428,-0.282374132,0.4906719,0.219308948,0.537264968,0.140192322,0.46877335,0.302789651,0.041846924,-0.080661505,0.427464887,0.158103105,0.003972325,-0.2079358,-0.336206543,0.110604543,0.459414517,0.628737518,-0.0743741,0.241319099,-0.441844503,-0.225244883,-0.294807314,-0.414783782,-0.341230079,-0.622686563,-0.004719384,0.368686572,-1.4905448,-0.735140629,-0.057482044,0.279046895,-1.294502787,-0.003972325,0.444896709,-0.29907745,-0.236608186,0.006198897,-0.090672942,-0.083026364,0.317208711
J03040_at,1.179626599,4.119392257,-2.012567566,-0.264106333,-2.012567566,1.370099687,0.714263651,-2.012567566,1.15895954,3.1914166,3.329062443,2.468989715,3.503132272,2.486321521,-2.012567566,-2.012567566,-2.012567566,-2.012567566,0.001787727,-2.012567566,-2.012567566,-2.012567566,-2.012567566,-2.012567566,-2.012567566,-2.012567566,-2.012567566,0.294860959,2.658725807,2.401567967,2.078285865,2.386603528,1.07659157,2.248210866,2.569386185,-2.012567566,-2.012567566,3.442266341,-2.012567566,-2.012567566,-2.012567566,-2.012567566,1.385235396,0.837431694,-2.012567566,-2.012567566,-2.012567566,-2.012567566,0.144476144,-2.012567566,-2.012567566,-2.012567566,1.560322103,1.743388204,0.837431694,3.442924055,1.423061028,2.542635068,-0.001787727,0.019533277
HG2815-HT2931_at,0.095721546,-0.01581241,-0.087365671,0.53196112,-0.001917968,-1.044009302,-1.613630116,0.56137274,-0.556662871,-1.129545487,-0.291467265,0.037485816,0.170565457,-0.101289035,-0.558921494,-0.318478603,-0.58976413,0.111430333,0.516491141,0.064881926,-0.528724449,0.081290868,-1.177326863,-1.273272971,-0.12996518,-1.601938844,-0.077212955,-0.695747059,-1.214230941,-2.171266929,-0.701349765,-2.148978862,-0.7399082,-1.921249409,-2.512764661,0.001917968,0.418869618,0.197911145,0.775945657,0.350114878,0.02094614,0.200250199,-0.569698507,0.774376657,0.893351611,-1.529277948,0.12837434,-0.34942231,0.270305609,0.729968521,0.670477247,-1.270494103,0.368356264,0.37399122,0.840777107,0.919343132,0.40532038,0.432008488,0.844627148,1.008987676
X63527_at,-0.257189519,-0.650466035,0.193658956,-0.01393039,-0.465357826,0.04380821,0.0582625,0.312428747,0.031683058,0.185473431,-0.385448753,-0.225920322,-0.506206961,-0.247460324,0.592407687,-0.355779179,-0.096357898,-0.011968073,-0.342155895,0.07976799,0.379443278,0.057702048,-0.034697488,0.138190518,0.501781252,0.283800081,0.317431595,0.259798907,-0.071213148,0.401254376,-0.010987915,-0.102608753,0.02500876,0.208377872,0.48367563,0.010987915,0.234069467,-0.251853501,-0.06143903,-0.775053671,0.361693287,0.53020497,0.154532041,0.022904728,0.012338301,-0.411596394,-0.70712283,0.336809406,-0.308529662,-0.164472394,0.098235031,0.124518947,-0.126824446,-0.118144327,-0.100939208,-0.185550036,-0.523155523,0.016189598,-0.0174693,-0.046700012
L04483_s_at,0.115413742,-0.571650081,-0.123871549,0.050670671,0.232168203,0.54032941,0.025038989,0.075049336,0.060959931,-0.066925212,-0.335482755,-0.075665062,-0.294513544,-0.102206849,0.336148537,-0.032833146,-0.033180532,-0.025211736,0.314469766,0.34726737,0.29024073,0.413131476,0.111019106,-0.059122049,0.53997917,0.124007283,0.512990092,-0.23097175,-0.294721771,0.026539799,-0.032659484,0.047553103,-0.51015492,-0.105490678,0.046567207,0.028205536,0.322366012,-0.168965311,0.125719866,-0.029883736,0.276851353,0.148260022,-0.110063988,0.146267243,-0.257108244,0.371483779,0.114786756,-0.026767388,-0.342353767,-0.1296175,0.173768239,0.560153809,-0.241771015,-0.138559853,-0.052240716,-0.414282819,-0.265654559,0.052963523,-0.189726638,-0.025038989
